0:	Dwarf remains
10513:	Crackers
10514:	Tofu
10515:	Worms
10516:	Attacker horn
10517:	Attacker horn
10518:	Attacker horn
10519:	Attacker horn
10520:	Attacker horn
10521:	Collection bag
10522:	Collection bag
10523:	Collection bag
10524:	Collection bag
10525:	Collection bag
10526:	Healer horn
10527:	Healer horn
10528:	Healer horn
10529:	Healer horn
10530:	Healer horn
10531:	Green egg
10532:	Red egg
10533:	Blue egg
10534:	Yellow egg
10535:	Poisoned egg
10536:	Spiked/pois. egg
10538:	Defender horn
10539:	Poisoned tofu
10540:	Poisoned worms
10541:	Poisoned meat
10546:	Healing vial
10547:	Healer hat
10548:	Fighter hat
10549:	Runner hat
10550:	Ranger hat
10551:	Fighter torso
10552:	Runner boots
10553:	Penance gloves
10554:	Penance gloves
10555:	Penance skirt
10556:	Picture
10557:	Picture
10558:	Picture
10559:	Picture
10560:	Collector horn
10562:	Queen help book
10566:	Fire cape
10567:	Picture
10568:	Picture
10569:	Picture
10570:	Picture
10571:	Picture
10572:	Picture
10573:	Picture
10574:	Picture
10575:	Picture
10576:	Picture
10577:	Picture
10578:	Picture
10579:	Picture
10580:	Picture
10581:	Keris
10586:	Combat lamp
10587:	Tarn's diary
10588:	Salve amulet (e)
10592:	Penguin bongos
10593:	Cowbells
10594:	Clockwork book
10595:	Clockwork suit
10596:	Clockwork suit
10600:	Kgp id card
10607:	Ghostly boots
10608:	Moonclan hat
10609:	Lunar helm
10610:	Basic decorative platebody
10611:	Void knight top
10612:	Rogue mask
10621:	Mourner top
10629:	Mime mask
10630:	Princess blouse
10631:	Zombie shirt
10632:	Camo top
10633:	Lederhosen top
10635:	Cape of legends
10637:	Fire cape
10639:	Attack cape
10640:	Strength cape
10641:	Defence cape
10642:	Ranging cape
10643:	Prayer cape
10644:	Magic cape
10645:	Runecraft cape
10646:	Hunter cape
10647:	Constitution cape
10648:	Agility cape
10649:	Herblore cape
10650:	Thieving cape
10651:	Crafting cape
10652:	Fletching cape
10653:	Slayer cape
10654:	Construct. cape
10655:	Mining cape
10656:	Smithing cape
10657:	Fishing cape
10658:	Cooking cape
10659:	Firemaking cape
10660:	Woodcutting cape
10661:	Farming cape
10662:	Quest point cape
10721:	Frog mask
10722:	Reindeer hat
10723:	Jack lantern mask
10724:	Skeleton boots
10725:	Skeleton gloves
10726:	Skeleton leggings
10727:	Skeleton shirt
10728:	Skeleton mask
10729:	Easter ring
10730:	Blue marionette
10731:	Zombie head
10732:	Rubber chicken
10733:	Yo-yo
10734:	Bunny ears
10735:	Scythe
10737:	Picture
10739:	Picture
10741:	Picture
10743:	Picture
10745:	Picture
10747:	Picture
10749:	Picture
10751:	Picture
10753:	Picture
10755:	Picture
10757:	Picture
10759:	Picture
10761:	Picture
10763:	Picture
10765:	Picture
10767:	Picture
10769:	Picture
10771:	Picture
10773:	Picture
10775:	Picture
10777:	Picture
10779:	Picture
10781:	Picture
10783:	Picture
10785:	Picture
10787:	Picture
10789:	Picture
10791:	Picture
10793:	Picture
10795:	Picture
10797:	Picture
10799:	Picture
10801:	Picture
10803:	Picture
10805:	Picture
10807:	Picture
10830:	Royal decree
10831:	Empty tax bag
10832:	Light tax bag
10833:	Normal tax bag
10834:	Hefty tax bag
10836:	Silly jester hat
10837:	Silly jester top
10838:	Silly jester tights
10839:	Silly jester boots
10842:	Decapitated head
10844:	Spring sq'irk
10845:	Summer sq'irk
10846:	Autumn sq'irk
10847:	Winter sq'irk
10848:	Spring sq'irkjuice
10849:	Summer sq'irkjuice
10850:	Autumn sq'irkjuice
10851:	Winter sq'irkjuice
10856:	Sin seer's note
10857:	Severed leg
10858:	Shadow sword
10859:	Tea flask
10860:	Tea flask
10861:	Tea flask
10862:	Hard hat
10863:	Builder's shirt
10864:	Builder's trousers
10865:	Builder's boots
10866:	Rivets
10870:	Binding fluid
10871:	Pipe
10872:	Pipe ring
10873:	Metal sheet
10874:	Coloured ball
10875:	Valve wheel
10876:	Metal bar
10877:	Plain satchel
10878:	Green satchel
10879:	Red satchel
10880:	Black satchel
10881:	Gold satchel
10882:	Rune satchel
10883:	Hard hat
10884:	Fuse
10885:	Keg
10886:	Prayer book
10887:	Barrelchest anchor
10888:	Barrelchest anchor
10889:	Blessed lamp
10890:	Prayer book
10893:	Cranial clamp
10894:	Brain tongs
10895:	Bell jar
10896:	Wolf whistle
10897:	Shipping order
10898:	Keg
10899:	Crate part
10904:	Skull staple
10933:	Lumberjack boots
10934:	Reward token
10935:	Reward token
10936:	Reward token
10939:	Lumberjack top
10940:	Lumberjack legs
10941:	Lumberjack hat
10942:	Reward token
10943:	Reward token
10944:	Reward token
10945:	Lumberjack top
10960:	Green gloop soup
10961:	Frogspawn gumbo
10962:	Frogburger
10963:	Coated frogs' legs
10964:	Bat shish
10965:	Fingers
10967:	Roast frog
10968:	Mushrooms
10969:	Fillets
10970:	Loach
10971:	Eel sushi
10972:	Dorgesh-kaan sphere
10975:	Spanner
10976:	Long bone
10977:	Curved bone
10980:	Empty light orb
10983:	Cog
10984:	Cog
10985:	Fuse
10986:	Fuse
10987:	Meter
10988:	Meter
10989:	Capacitor
10990:	Capacitor
10993:	Powerbox
10994:	Powerbox
10995:	Perfect shell
10996:	Perfect snail shell
10999:	Goblin book
11000:	Picture
11001:	Dagon'hai history
11002:	Sin'keth's diary
11003:	An empty folder
11006:	Used folder
11007:	Full folder
11008:	Rat's paper
11009:	Rat's letter
11010:	Surok's letter
11011:	Zaff's instructions
11013:	Infused wand
11014:	Beacon ring
11015:	Chicken head
11016:	Chicken feet
11017:	Chicken wings
11018:	Chicken legs
11019:	Chicken feet
11020:	Chicken wings
11021:	Chicken head
11022:	Chicken legs
11023:	Magic egg
11024:	Rabbit mould
11025:	Chocolate chunks
11026:	Chocolate kebbit
11031:	Damp planks
11032:	Crude carving
11033:	Cruder carving
11034:	Sven's last map
11035:	Windswept logs
11044:	Rotten barrel
11045:	Rotten barrel
11048:	Armour shard
11049:	Artefact
11050:	Hatchet head
11051:	Artefact
11052:	Helmet fragment
11053:	Artefact
11054:	Shield fragment
11055:	Artefact
11056:	Sword fragment
11057:	Artefact
11059:	Artefact
11060:	Goblin village sphere
11135:	Bomber jacket
11136:	Karamja gloves 1
11137:	Antique lamp
11138:	Karamja gloves 2
11139:	Antique lamp
11140:	Karamja gloves 3
11141:	Antique lamp
11154:	Dream potion
11155:	Ground astral rune
11156:	Astral rune shards
11157:	Dreamy lamp
11158:	Cyrisus's chest
11164:	Restored shield
11175:	Uncleaned find
11178:	Pottery
11179:	Old coin
11180:	Ancient coin
11181:	Ancient symbol
11182:	Old symbol
11183:	Old chipped vase
11184:	Museum map
11185:	Antique lamp
11186:	Antique lamp
11187:	Antique lamp
11188:	Antique lamp
11189:	Antique lamp
11195:	Clean necklace
11196:	Griffin feather
11197:	Miazrqa's pendant
11198:	Music sheet
11199:	Rupert's helmet
11202:	Shrinking recipe
11203:	To-do list
11204:	Shrink-me-quick
11210:	Golden goblin
11211:	Magic beans
11258:	Jar generator
11259:	Magic butterfly net
11267:	Picture
11268:	Picture
11269:	Picture
11270:	Picture
11271:	Picture
11272:	Picture
11273:	Impling scroll
11279:	Elvarg's head
11282:	Beret and mask
11323:	Barbarian rod
11337:	Mangled bones
11338:	Chewed bones
11339:	My notes
11340:	Barbarian skills
11341:	Ancient page
11342:	Ancient page
11343:	Ancient page
11344:	Ancient page
11345:	Ancient page
11346:	Ancient page
11347:	Ancient page
11348:	Ancient page
11349:	Ancient page
11350:	Ancient page
11351:	Ancient page
11352:	Ancient page
11353:	Ancient page
11354:	Ancient page
11355:	Ancient page
11356:	Ancient page
11357:	Ancient page
11358:	Ancient page
11359:	Ancient page
11360:	Ancient page
11361:	Ancient page
11362:	Ancient page
11363:	Ancient page
11364:	Ancient page
11365:	Ancient page
11366:	Ancient page
11640:	Book of knowledge
11663:	Void mage helm
11664:	Void ranger helm
11665:	Void melee helm
11674:	Void mage helm
11675:	Void ranger helm
11676:	Void melee helm
11677:	Explorer's notes
11678:	Black knight helm
11679:	Antique lamp
11680:	Address form
11681:	Scrap paper
11682:	Hair clip
11734:	Knight's notes
11735:	Knight's notes
11740:	Picture
11741:	Picture
11742:	Picture
11743:	Picture
11744:	Picture
11745:	Picture
11747:	A key to a chest
11748:	Strongroom key
11749:	Crystal chime
11750:	Yewnock's notes
11753:	Antique lamp
11754:	Antique lamp
11755:	Antique lamp
11756:	Varrock armour 1
11757:	Varrock armour 2
11758:	Varrock armour 3
11761:	Locked diary
11764:	Foot
11766:	Left arm
11767:	Right arm
11768:	Left leg
11769:	Right leg
11770:	Root cutting
11771:	Root cutting
11772:	Root cutting
11773:	Root cutting
11774:	Root cutting
11775:	Wilted cutting
11776:	Potted root
11777:	Sealed pot
11778:	Jade vine seed
11780:	The grim reaper's diary
11781:	Grim's robe
11782:	Last will and testament
11783:	Human bones
11784:	Servant's skull
11785:	Hourglass
11786:	Scythe sharpener
11787:	Human eye
11788:	'voice of doom' potion
11789:	Grim reaper hood
11790:	Grim reaper hood
11791:	White goblin mail
11794:	Plain of mud sphere
11795:	Ekeleshuun key
11796:	Narogoshuun key
11797:	Huzamogaarb key
11798:	Saragorgak key
11799:	Horogothgar key
11800:	Yurkolgokh key
11802:	Snothead's bone
11803:	Snailfeet's bone
11804:	Mosschin's bone
11805:	Redeyes's bone
11806:	Strongbones's bone
11807:	Pharmakos berries
11808:	Whitefish
11949:	Snow globe
11950:	Snow globe
11951:	Snowball
11952:	Ice sword
11953:	Winter staff
11954:	Holly bow
11955:	Barbarian snowman hat
11956:	Dragon snowman hat
11957:	Dwarf snowman hat
11958:	Pirate snowman hat
11959:	Snowman top hat
11964:	Raven egg
11965:	Vulture egg
11966:	Bird's nest
11969:	Enchanted water tiara
11970:	Smelly crate
11972:	Empty crate
11973:	Scabaras research
11974:	Artefact receipt
11975:	Scabarite notes
11976:	Scabarite notes
11977:	Scabarite notes
11978:	Scabarite notes
11979:	Scabarite notes
11980:	Scabarite notes
11981:	Scabarite notes
11982:	Scabarite notes
11983:	Scabarite notes
11984:	Scabarite notes
11985:	Scabarite notes
11986:	Scabarite notes
11987:	Scabarite notes
11988:	Scabarite notes
11989:	Scabarite notes
11990:	Scabarite notes
11991:	Scabarite notes
11992:	Scabarite notes
11993:	Scabarite notes
11994:	Scabarite key
11995:	Oxidised dagger
11996:	Oxidised helm
11997:	Oxidised sword
11998:	Oxidised scimitar
11999:	Oxidised longsword
12000:	Oxidised full helm
12001:	Oxidised square shield
12002:	Oxidised chainbody
12003:	Oxidised kiteshield
12004:	Oxidised two-handed sword
12005:	Oxidised platelegs
12006:	Oxidised plateskirt
12132:	Truffle
12133:	Truffle
12161:	Abyssal charm
12162:	Talon beast charm
12164:	Ravager charm
12165:	Shifter charm
12166:	Spinner charm
12167:	Torcher charm
12168:	Obsidian charm
12169:	Summoning cape
12171:	Summoning hood
12477:	Red dragon egg
12478:	Blue dragon egg
12479:	Green dragon egg
12480:	Black dragon egg
12483:	Penguin egg
12494:	Chameleon egg
12495:	Chameleon egg
12502:	Crunchy claw token
12524:	Summoning cape
12528:	Trapdoor key
12537:	Picture
12538:	Picture
12544:	Picture
12545:	Picture
12558:	Mud
12593:	Catapult schematics
12594:	Engineer's letter
12595:	Sailor's hat
12596:	Metal catapult parts
12597:	Mahogany catapult part
12598:	Mahogany catapult part
12599:	Mahogany catapult part
12600:	Mahogany catapult part
12601:	Mahogany catapult part
12602:	Mahogany catapult part
12603:	Mahogany catapult part
12604:	Mahogany catapult part
12605:	Mahogany catapult part
12606:	Mahogany catapult part
12607:	Picture
12625:	Flag
12626:	Test paper
12627:	Antique lamp
12628:	Antique lamp
12629:	Safety gloves
12630:	Rubium
12631:	Toy train
12633:	Super fishing explosive
12634:	Chocatrice cape
12645:	Chocatrice cape
12646:	Chocolate egg
12647:	Chocolate egg
12648:	Chocolate egg
12652:	Bucket of coal
12653:	Bucket of coal
12655:	Chocatrice egg
12657:	Chocolate chunks
12843:	Gnomecopter ticket
12844:	Toy kite
12845:	Stone of power
12846:	Stone of power
12847:	Stone of power
12848:	Stone of power
12849:	Stone of power
12850:	Elemental rune
12852:	Fist of guthix token
12855:	Tele-orb
12856:	Irit gloves
12857:	Avantoe gloves
12858:	Kwuarm gloves
12859:	Cadantine gloves
12860:	Swordfish gloves
12861:	Shark gloves
12862:	Dragon slayer gloves
12863:	Air runecrafting gloves
12864:	Water runecrafting gloves
12865:	Earth runecrafting gloves
13010:	Clue scroll (hard)
13011:	Puzzle box
13012:	Clue scroll (hard)
13013:	Puzzle box
13014:	Clue scroll (hard)
13015:	Puzzle box
13016:	Clue scroll (hard)
13017:	Puzzle box
13018:	Clue scroll (hard)
13019:	Puzzle box
13020:	Clue scroll (hard)
13021:	Puzzle box
13022:	Clue scroll (hard)
13023:	Puzzle box
13024:	Clue scroll (hard)
13025:	Puzzle box
13026:	Clue scroll (hard)
13027:	Puzzle box
13028:	Clue scroll (hard)
13029:	Puzzle box
13030:	Clue scroll (hard)
13031:	Puzzle box
13032:	Clue scroll (hard)
13033:	Puzzle box
13034:	Clue scroll (hard)
13035:	Puzzle box
13036:	Clue scroll (hard)
13037:	Casket (hard)
13038:	Clue scroll (hard)
13039:	Casket (hard)
13040:	Clue scroll (hard)
13041:	Clue scroll (hard)
13042:	Clue scroll (hard)
13043:	Casket (hard)
13044:	Clue scroll (hard)
13045:	Casket (hard)
13046:	Clue scroll (hard)
13047:	Casket (hard)
13048:	Clue scroll (hard)
13049:	Clue scroll (hard)
13050:	Clue scroll (medium)
13051:	Clue scroll (medium)
13052:	Casket (medium)
13053:	Clue scroll (medium)
13054:	Casket (medium)
13055:	Clue scroll (medium)
13056:	Clue scroll (medium)
13057:	Casket (medium)
13058:	Clue scroll (medium)
13059:	Casket (medium)
13060:	Clue scroll (medium)
13061:	Clue scroll (medium)
13062:	Casket (medium)
13063:	Clue scroll (medium)
13064:	Casket (medium)
13065:	Clue scroll (medium)
13066:	Casket (medium)
13067:	Clue scroll (medium)
13068:	Clue scroll (medium)
13069:	Clue scroll (medium)
13070:	Clue scroll (medium)
13071:	Clue scroll (medium)
13072:	Clue scroll (medium)
13074:	Clue scroll (medium)
13075:	Clue scroll (medium)
13076:	Clue scroll (medium)
13077:	Casket (medium)
13078:	Clue scroll (medium)
13079:	Clue scroll (medium)
13080:	Clue scroll (medium)
13147:	Flail dust
13149:	Book page
13151:	Combat book
13153:	Chain link mould
13154:	Silvthril chain
13155:	Silver sickle emerald (b)
13156:	Enchanted sickle emerald (b)
13157:	Vyre corpse
13158:	Columbarium key
13159:	Ornate tomb key
13227:	Mysterious lamp
13230:	Icefiend net
13232:	Tent
13234:	Dwarven key
13236:	Three little kittens
13238:	Treated oak plank
13244:	Tzhaar tourist guide
13245:	Stone slab
13246:	Pillar
13259:	Ranged path key
13260:	Magic path key
13263:	Slayer helmet
13276:	Banshee voice
13277:	Masked earmuffs
13294:	Charcoal rubbing
13295:	Frank's mark
13296:	Crude lockpick
13297:	Customs shirt
13298:	Customs trousers
13299:	Customs hat
13300:	File
13301:	File
13303:	Izzy's mark
13305:	Crowbar
13307:	Idol of many heads
13308:	Bill teach's mark
13309:	Paper
13310:	Confession
13312:	Ink bottle
13313:	Inky paper
13314:	Ink bottle
13315:	Smashed bottle
13316:	Prison uniform top
13317:	Prison uniform trousers
13318:	Fishy prison uniform top
13319:	Tin cup
13320:	Tin cup
13321:	Pipe
13322:	Accordion
13323:	Accordion
13324:	Accordion
13325:	Vacuum pump
13326:	Vacuum pump and gull
13327:	Quill
13328:	Inky quill
13329:	File
13330:	File
13331:	Ex-parrot
13332:	Magical cage
13333:	Ex-parrot in a magic cage
13334:	Ex-ex-parrot in a magic cage
13379:	Rock fragments
13380:	Introduction letter
13381:	Broken hand
13382:	Broken hand
13383:	Broken hand
13384:	Broken hand
13385:	Broken hand
13386:	Fingers
13387:	Thumb
13389:	Wrist
13390:	Brace
13391:	Brass hand
13392:	Ink pad
13393:	Inky hand
13394:	Paper
13395:	Brass hand harry's mark
13396:	Fake beard
13397:	Fake moustache and nose
13398:	Fake monocle, moustache and nose
13399:	Curly wig
13400:	Straight wig
13401:	Order
13402:	Braindeath's mark
13403:	Golden tinderbox
13439:	Antique lamp
13440:	Bag of runes
13446:	Antique lamp
13447:	Antique lamp
13448:	Antique lamp
13463:	Antique lamp
13464:	Task list
13560:	Explorer's ring 1
13561:	Explorer's ring 2
13562:	Explorer's ring 3
13566:	Jennica's ring
13569:	Enchanted key notes
13573:	Bowl of honey
13574:	Bowl of milk and honey
13575:	Bowl of milk, honey and guam
13576:	Map of runescape
13581:	Pear tree seedling
13582:	Mango tree seedling
13583:	Quince tree seedling
13584:	Lemon tree seedling
13585:	Avocado tree seedling
13586:	Plum tree seedling
13591:	Enchanted key
13592:	A brooch
13593:	Old tome
13598:	Runecrafting guild teleport
13599:	Air altar teleport
13600:	Mind altar teleport
13601:	Water altar teleport
13602:	Earth altar teleport
13603:	Fire altar teleport
13604:	Body altar teleport
13605:	Cosmic altar teleport
13606:	Chaos altar teleport
13607:	Nature altar teleport
13608:	Law altar teleport
13609:	Death altar teleport
13610:	Blood altar teleport
13611:	Astral altar teleport
13612:	Runecrafter hat
13613:	Runecrafter hat
13614:	Runecrafter robe
13615:	Runecrafter hat
13616:	Runecrafter hat
13617:	Runecrafter skirt
13618:	Runecrafter gloves
13619:	Runecrafter robe
13620:	Runecrafter hat
13621:	Runecrafter hat
13622:	Runecrafter skirt
13623:	Runecrafter gloves
13624:	Runecrafter robe
13625:	Runecrafter hat
13626:	Runecrafter hat
13627:	Runecrafter skirt
13628:	Runecrafter gloves
13629:	Runecrafting staff
13630:	Air talisman staff
13631:	Mind talisman staff
13632:	Water talisman staff
13633:	Earth talisman staff
13634:	Fire talisman staff
13635:	Body talisman staff
13636:	Cosmic talisman staff
13637:	Chaos talisman staff
13638:	Nature talisman staff
13639:	Law talisman staff
13640:	Death talisman staff
13641:	Blood talisman staff
13642:	Omni-talisman staff
13649:	Omni-talisman
13650:	Runecrafting guild token
13651:	Runecrafting guild token
13652:	Runecrafting guild token
13653:	Runecrafting guild token
13654:	Runecrafting guild token
13655:	Omni-tiara
13656:	Runecrafter hat
13657:	Runecrafter hat
13658:	Runecrafter hat
13659:	Ring of fire
13660:	Flame gloves
13661:	Inferno adze
13663:	Circus ticket
13666:	Giant's hand
13667:	Clown hat
13668:	Clown shirt
13669:	Clown leggings
13670:	Clown shoes
13671:	Tambourine
13676:	Mega-phonus
13677:	Acrobat shirt
13678:	Acrobat pants
13679:	Acrobat shoes
13680:	Acrobat hood
13681:	Acrobat shirt
13682:	Acrobat pants
13683:	Acrobat shoes
13684:	Acrobat hood
13685:	A stylish hat
13686:	A stylish hat
13687:	A stylish hat
13688:	A stylish hat
13689:	A stylish hat
13690:	A stylish hat
13707:	Tightrope 101
13708:	Tightrope 101
13709:	Balls (level 10 approx.)
13710:	Plates (level 20 approx.)
13711:	Eggs (level 30 approx.)
13712:	Knives (level 40 approx.)
13713:	Spades (level 50 approx.)
13714:	Tuna (level 60 approx.)
13715:	Soap (level 70 approx.)
13716:	Cannon balls (level 80 approx.)
13717:	Torches (level 90 approx.)
13718:	Chinchompas (level 99 approx.)
13719:	Performance shortbow
13720:	Performance knife
13721:	Performance throwing axe
13722:	Performance arrow
13723:	Teleport spell
13724:	Levitation spell
13725:	Alchemy spell
13726:	Elemental spell
13727:	Stardust
13732:	Spy notebook
13756:	Cursed willow logs
13758:	Grubby key
13759:	Scrap of paper
13761:	Bottle of mist
13762:	List of elders
13845:	Brawling gloves (melee)
13846:	Brawling gloves (ranged)
13847:	Brawling gloves (magic)
13848:	Brawling gloves (prayer)
13849:	Brawling gloves (agility)
13850:	Brawling gloves (wc)
13851:	Brawling gloves (fm)
13852:	Brawling gloves (mining)
13853:	Brawling gloves (hunter)
13854:	Brawling gloves (thieving)
13855:	Brawling gloves (smithing)
13856:	Brawling gloves (fishing)
13857:	Brawling gloves (cooking)
14056:	Wilderness manual
14057:	Broomstick
14058:	Goulash
14061:	Magic unguent
14062:	Broom ointment
14064:	Newt
14065:	Newt label
14066:	Toad label
14067:	Newts and toads label
14068:	Betty's wand
14069:	Magic slate
14070:	Reptile
14071:	Blackbird
14076:	Warlock top
14077:	Warlock legs
14078:	Witch top
14079:	Witch skirt
14080:	Witch cloak
14081:	Warlock cloak
14082:	Popcorn ball
14083:	Chocolate drop
14084:	Wrapped candy
14086:	Witch top
14087:	Witch skirt
14088:	Witch cloak
14094:	Sacred clay platebody
14095:	Sacred clay platelegs
14096:	Sacred clay helm
14097:	Sacred clay scimitar
14098:	Volatile clay tool
14099:	Volatile clay pickaxe
14100:	Volatile clay hatchet
14101:	Volatile clay harpoon
14102:	Volatile clay butterfly net
14103:	Volatile clay fletching knife
14104:	Volatile clay hammer
14105:	Volatile clay needle
14106:	Proto-tool
14107:	Sacred clay pickaxe
14108:	Sacred clay hatchet
14109:	Sacred clay harpoon
14110:	Sacred clay butterfly net
14111:	Sacred clay fletching knife
14112:	Sacred clay hammer
14113:	Sacred clay needle
14114:	Sacred clay robe top
14115:	Sacred clay robe bottom
14116:	Sacred clay hat
14117:	Sacred clay staff
14118:	Sacred clay body
14119:	Sacred clay chaps
14120:	Sacred clay coif
14121:	Sacred clay bow
14458:	Vine flower
14459:	Unconscious broav
14460:	Dirty laundry
14461:	Waste-paper basket
14462:	Ruby key
14463:	Notes on pressure
14464:	Movario's notes (volume 1)
14465:	Movario's notes (volume 2)
14466:	Weight (1kg)
14467:	Weight (2kg)
14468:	Weight (5kg)
14469:	Strange key loop
14470:	Strange key teeth
14471:	Dragonkin key
14478:	Blast fusion hammer
14487:	Enriched snapdragon
14488:	Super truth serum
14489:	Suspect sketch
14496:	Cell key
14506:	Enriched snapdragon seed
14507:	Dolmen
14508:	Dolmen
14509:	Dolmen
14510:	Dolmen
14511:	Dolmen
14512:	Dolmen
14513:	Dolmen
14514:	Dolmen
14515:	Air key
14516:	Earth key
14517:	Fire key
14518:	Water key
14519:	Air key
14520:	Earth key
14521:	Fire key
14522:	Water key
14534:	Strange teleorb
14536:	Turkey book
14537:	Cornucopia
14538:	Cornucopia
14539:	Raw turkey
14540:	Cooked turkey
14542:	Raw turkey drumstick
14543:	Cooked turkey drumstick
14570:	Cornucopia
14571:	Fremennik sea boots 1
14572:	Fremennik sea boots 2
14573:	Fremennik sea boots 3
14574:	Antique lamp
14575:	Antique lamp
14576:	Antique lamp
14577:	Falador shield 1
14578:	Falador shield 2
14579:	Falador shield 3
14580:	Antique lamp
14581:	Antique lamp
14582:	Antique lamp
14583:	White lily
14584:	Money crest voucher
14589:	White lily seed
14595:	Santa costume top
14596:	Ice amulet
14597:	Stones
14598:	Enchanted stones
14599:	Ice amulet
14600:	Santa costume top
14601:	Santa costume top
14602:	Santa costume gloves
14603:	Santa costume legs
14604:	Santa costume legs
14605:	Santa costume boots
14606:	Cinnamon twigs
14607:	Sassafras twigs
14608:	Ailanthus twigs
14609:	Cedar twigs
14610:	Mastic twigs
14611:	Cinnamon weaving ribbon
14612:	Sassafras weaving ribbon
14613:	Ailanthus weaving ribbon
14614:	Cedar weaving ribbon
14615:	Mastic weaving ribbon
14629:	Phoenix egg
14630:	Cracked phoenix egg
14631:	Seer's headband 1
14632:	Enhanced excalibur
14633:	Antique lamp
14634:	Antique lamp
14635:	Antique lamp
14639:	Soul fragment
14641:	Red cape
14642:	Blue cape
14645:	Blue cape
14646:	Soul fragment
14647:	Soul wars guide
14662:	Seer's headband 2
14663:	Seer's headband 3
14664:	Random event gift
14666:	Evil tree kindling
14671:	Brian's letter
14672:	William's letter
14673:	Charles's letter
14674:	Sam's letter
14675:	Christopher's letter
14676:	Daniel's letter
14677:	Michael's letter
14678:	H.a.m. prison key
14682:	Pendant
14683:	Pendant
14687:	Energy projectors
14688:	Focusing chamber
14690:	Time capsule
14691:	Box of artefacts
14692:	Bandos throne room sphere
14697:	Unfinished astral rune
14698:	Nial's throwing axe
14699:	Cave directions
14700:	A scrap of paper
14701:	Herb pouch
14702:	Vial of mountain water
14703:	Diamond root
14704:	Diamond root dust
14705:	Enchanted diamond root dust
14706:	Mountain irit potion (unf)
14707:	Diamond dust potion (unf)
14708:	Yeti curse cure
14709:	Yeti hair
14710:	Tome of glorious deeds
14711:	Antique lamp
14713:	Easter carrot
14714:	Sunflower seeds
14715:	Cracker bits
14716:	Worm bits
14717:	Poppy seeds
14718:	Chimney
14719:	Cog
14720:	Pistons
14721:	Wet pipe
14722:	Clean pipe
14723:	Sooty pipe
14724:	Incubator blueprint
14725:	Impling net
14727:	Easter impling jar
14728:	Easter carrot
14735:	Driftwood
14736:	Fire raft
14739:	Muspah tail
14740:	Antique lamp
14742:	Lily of the valley
14795:	Wilderness manual
14796:	Scroll of the dead
14797:	Tatty bag
14798:	Shattered axes
14799:	Defective spades
14800:	Suboptimal flask
14801:	Useless ration boxes
14802:	Sub-optimal lantern
14803:	Pyramid journal
14804:	Canopic jar
14805:	Canopic jar
14806:	Canopic jar
14807:	Canopic jar
14808:	Scroll of praise
14809:	Senliten's mummy
14810:	Mummy hand
14811:	Mummy with no hand
14812:	Mummy's name papyrus
14813:	Copied name papyrus
14815:	Spiced wine
14816:	Pot of wheat
14819:	Telegram
14820:	Conch shell
14821:	Toolbox
14822:	Kgp id card
14823:	Puffer
14824:	Octopus
14826:	Ray
14827:	Crab claw
14828:	Shark tooth
14829:	Electric eel
14833:	Kgp agent
14834:	Driftwood
14858:	Unfinished net
14936:	Agile top
14937:	Agile top
14938:	Agile legs
14939:	Agile legs
14940:	Special unit contract
14941:	Dwarf squad (light)
14946:	Dwarf squad (heavy)
14951:	Goblin squad (light)
14956:	Goblin squad (heavy)
14961:	Elf squad (light)
14966:	Elf squad (heavy)
14971:	Dwarf squad (light) (defeated)
14976:	Dwarf squad (heavy) (defeated)
14981:	Goblin squad (light) (defeated)
14986:	Goblin squad (heavy) (defeated)
14991:	Elf squad (light) (defeated)
14996:	Elf squad (heavy) (defeated)
15001:	Quest kit (basic)
15002:	Quest kit (medium)
15003:	Quest kit (advanced)
15004:	Quest kit (elite)
15005:	Inferior locator
15006:	Poor locator
15007:	Good locator
15008:	Superior locator
15009:	Gold ring (i)
15010:	Sapphire ring (i)
15011:	Emerald ring (i)
15012:	Ruby ring (i)
15013:	Diamond ring (i)
15014:	Dragonstone ring (i)
15015:	Lunar ring (i)
15016:	Ring of charos (a)(i)
15017:	Onyx ring (i)
15018:	Seers' ring (i)
15019:	Archers' ring (i)
15020:	Warrior ring (i)
15021:	Serjeant cap
15022:	Serjeant top
15023:	Serjeant trousers
15024:	Serjeant skirt
15025:	Serjeant boots
15026:	Serjeant gloves
15027:	Commander cap
15028:	Commander top
15029:	Commander trousers
15030:	Commander skirt
15031:	Commander boots
15032:	Commander gloves
15033:	War-chief cap
15034:	War-chief top
15035:	War-chief trousers
15036:	War-chief skirt
15037:	War-chief boots
15038:	War-chief gloves
15039:	Lord marshal cap
15040:	Lord marshal top
15041:	Lord marshal trousers
15042:	Lord marshal skirt
15043:	Lord marshal boots
15044:	Lord marshal gloves
15056:	Ticker
15057:	Ticker
15073:	Orb of counting
15074:	Orb of counting
15080:	Ring of seeking (seek)
15081:	Ring of seeking (seek)
15104:	Granite tablet
15105:	Slate tablet
15106:	Shale tablet
15107:	Base plans
15108:	Base key
15109:	Oil in a canopic jar
15110:	Oil and berries in a jar
15111:	Full canopic jar
15112:	Empty canopic jar
15113:	Heart in a canopic jar
15114:	Code key
15115:	Decoder strips
15116:	Notes (a-j)
15117:	Notes (k-z)
15128:	Foot bone
15129:	Bone in vinegar
15130:	Polished foot bone
15131:	Sabre-like teeth
15132:	Bone in vinegar
15133:	Polished sabre-like teeth
